Start,End,Length
9035535216,4853250542,71441.64246222346
9035535216,4633782853,142449.68400072478
9035535216,4457330733,30540.1562635412
9035535216,3270424732,61732.065134073826
9035535216,4498120448,52518.75149278375
9035535216,12590730855,99254.80386186058
9035535216,8772916357,138108.94495229705
9035535216,7086494034,44374.57095304437
9035535216,3270449148,64136.29107053895
9035535216,3257639671,57047.285259590586
9035535216,4746153143,75861.84879240958
9035535216,8765066901,4298.737255798123
9035535216,10726551256,89783.5136340108
9035535216,3367891744,59452.799580673694
9035535216,4216756793,41635.33813361756
9035535216,4733254819,79295.45342812492
9035535216,11145675895,68873.94533287303
9035535216,10750474342,86071.12576795177
9035535216,2894392486,36564.240725005504
9035535216,4449229893,20954.200445017254
9035535216,4853345286,72515.00073655834
9035535216,7673872274,37223.97315614413
9035535216,2913188834,27992.83715811863
9035535216,3212140974,49278.44610358821
9035535216,4880895212,168505.61464607046
9035535216,5672406482,68382.31371568532
9035535216,5662778811,60755.326773916306
9035535216,3639473100,6347.791432070379
9035535216,9678085229,32200.41067109301
9035535216,2904564079,26252.64838686428
9035535216,7574348227,32206.7529213753
9035535216,12083064916,78052.16877430218
9035535216,7587916945,11041.363566511413
9035535216,2004799811,35619.242309130714
9035535216,4087448086,85256.68900157315
7007456682,6411257077,68398.74558336564
7007456682,2744167688,61951.16381269682
7007456682,4662951474,5957.614167082697
7007456682,7640379218,49433.887226745304
7007456682,10015184757,9358.0836188471
7007456682,2904564194,49673.91582192231
7007456682,7569871999,55772.27770246779
7007456682,6986491205,4186.558369146953
7007456682,1997304533,37578.69793756414
7007456682,4438458884,75829.51612752072
7007456682,3279880062,12472.278710028266
7007456682,4881067131,7687.379648512544
7007456682,3986296552,3851.395247344516
7007456682,2888030981,48923.89409657274
7007456682,12618796699,90142.15680940832
7007456682,10929099699,22804.407146172136
7007456682,4109304214,7915.2275525349105
7007456682,2894391581,74905.34261291446
7007456682,3242037793,11849.14286506844
7007456682,10750474166,50916.19849098382
7007456682,6938760206,8176.434433343274
7007456682,9295567475,52977.70332780752
7007456682,4054776682,25684.777195754323
7007456682,10889746917,20860.876611979475
7007456682,2984463321,10277.935939643685
7007456682,9122440043,15728.223977127887
7007456682,7572711474,61064.226196007505
7007456682,7047962665,5861.194847582294
7007456682,11559164697,46789.52774995896
7007456682,4859710963,27522.30001718479
7007456682,2903353964,47841.014156086865
7007456682,4058235944,95780.91820989805
7007456682,3622745404,52762.63589140055
7007456682,9458194779,31847.37317216272
7007456682,4449931334,80303.80974151134
7007456682,8777429758,106831.08239630291
7007456682,1999062750,27694.403801334192
7007456682,9609178763,50405.99107817398
7007456682,3919867076,31085.773398644633
7007456682,11557625709,55544.112090738185
7007456682,3612261690,13162.357213453672
7007456682,9006726513,66002.50682054716
7007456682,9715659576,50777.06331020045
7007456682,4446938619,79565.87374757828
7007456682,2888032096,55767.20712386324
7007456682,8913665102,36146.21011155098
7007456682,2926521252,65278.7275485209
7007456682,3572185465,50468.69045827373
7007456682,4139996237,46156.55693159392
7007456682,2892057095,60256.31505733008
7007456682,4498138639,16493.295029418437
7007456682,8772916218,87517.74361942473
7007456682,4737858710,24559.797614982283
7007456682,2891441335,66432.47513438515
7007456682,11004959020,28993.831903473896
7007456682,3624200010,98816.99401807343
7007456682,3221834818,9912.763639701656
7007456682,4492162998,75040.48648358493
7007456682,3263789888,7973.155018426842
7007456682,5299434039,25114.124120790642
7007456682,3270592259,37515.11558494823
7007456682,4853250542,29729.781750282596
7007456682,4633782853,87943.744948421
7007456682,4457330733,78106.45489287363
7007456682,3270424732,18505.916730659937
7007456682,4498120448,21392.198696591026
7007456682,12590730855,50479.878578559095
7007456682,8772916357,93600.50616479637
7007456682,7086494034,28030.21031297041
7007456682,3270449148,18146.008580068872
7007456682,3257639671,4498.387539953794
7007456682,4746153143,21355.909740105715
7007456682,8765066901,54387.49952179056
7007456682,10726551256,35930.788086141816
7007456682,3367891744,51309.24225674152
7007456682,4216756793,15537.49850563084
7007456682,4733254819,24789.51437582113
7007456682,11145675895,14368.006280569192
7007456682,10750474342,57471.31247722865
7007456682,2894392486,84130.53935433793
7007456682,4449229893,72722.69967679968
7007456682,4853345286,28839.2305340543
7007456682,7673872274,52316.50213832529
7007456682,2913188834,72675.16176714966
7007456682,3212140974,13018.670697727319
7007456682,4880895212,114880.65564932948
7007456682,5672406482,13519.511716087365
7007456682,5662778811,5892.524774318344
7007456682,3639473100,55451.95115790417
7007456682,9678085229,43237.946553509886
7007456682,2904564079,51600.85792935275
7007456682,7574348227,42049.232641659684
7007456682,12083064916,24199.443226433184
7007456682,7587916945,57380.28058218312
7007456682,2004799811,86474.81190446348
7007456682,4087448086,30750.74994926935
6411257077,2744167688,129534.90034926073
6411257077,4662951474,64835.595658750644
6411257077,7640379218,112355.07677854714
6411257077,10015184757,60390.547215585684
6411257077,2904564194,116964.56633694594
6411257077,7569871999,122498.49420117226
6411257077,6986491205,70035.69964731694
6411257077,1997304533,48199.92911061419
6411257077,4438458884,142555.73262622528
6411257077,3279880062,79198.49520873275
6411257077,4881067131,62765.62837194327
6411257077,3986296552,69720.54833182709
6411257077,2888030981,115650.11059527723
6411257077,12618796699,29370.598155502965
6411257077,10929099699,90095.05766119577
6411257077,4109304214,70507.86287596506
6411257077,2894391581,142195.993127938
6411257077,3242037793,60004.58860119189
6411257077,10750474166,46729.01187586992
6411257077,6938760206,62558.42015118067
6411257077,9295567475,72248.68299752269
6411257077,4054776682,60030.86145394391
6411257077,10889746917,50919.578237586335
6411257077,2984463321,60967.01054234142
6411257077,9122440043,82449.06737162771
6411257077,7572711474,128354.8767110311
6411257077,7047962665,64734.9614439961
6411257077,11559164697,40934.708565494104
6411257077,4859710963,62231.56046853794
6411257077,2903353964,115424.75069265076
6411257077,4058235944,162507.13470860253
6411257077,3622745404,115683.82544320231
6411257077,9458194779,98648.69482319191
6411257077,4449931334,147594.46025653492
6411257077,8777429758,46823.14331812135
6411257077,1999062750,40926.16074493379
6411257077,9609178763,117132.20757687847
6411257077,3919867076,93881.45960724441
6411257077,11557625709,25506.86692765346
6411257077,3612261690,72060.2143320516
6411257077,9006726513,133293.15733557075
6411257077,9715659576,17865.55379785267
6411257077,4446938619,146572.9990546926
6411257077,2888032096,122493.42362256775
6411257077,8913665102,39106.955210469605
6411257077,2926521252,132862.46408508485
6411257077,3572185465,104857.85347045561
6411257077,4139996237,113447.2074466175
6411257077,2892057095,127840.051593894
6411257077,4498138639,68876.84474587314
6411257077,8772916218,20017.687360758635
6411257077,4737858710,61384.18049060324
6411257077,2891441335,134016.21167094912
6411257077,11004959020,54649.90167044249
6411257077,3624200010,31173.396109830876
6411257077,3221834818,76633.6070342015
6411257077,4492162998,124301.31808594869
6411257077,3263789888,70553.03899916571
6411257077,5299434039,92635.06837890769
6411257077,3270592259,38489.433344915815
6411257077,4853250542,55385.85151725118
6411257077,4633782853,26882.00506459635
6411257077,4457330733,145397.1054078972
6411257077,3270424732,61497.03412719704
6411257077,4498120448,74544.637562213
6411257077,12590730855,24334.939019891528
6411257077,8772916357,27735.584866872272
6411257077,7086494034,95613.9468495343
6411257077,3270449148,60215.30181634978
6411257077,3257639671,65212.27242621349
6411257077,4746153143,65168.822507616955
6411257077,8765066901,121113.71602049499
6411257077,10726551256,36200.05994581955
6411257077,3367891744,65359.00560765459
6411257077,4216756793,82828.14902065447
6411257077,4733254819,59349.65265938582
6411257077,11145675895,58369.89611222111
6411257077,10750474342,38650.44592134683
6411257077,2894392486,151421.18986936152
6411257077,4449229893,139448.91617550413
6411257077,4853345286,51463.84613166382
6411257077,7673872274,119900.23867488919
6411257077,2913188834,140258.89830371362
6411257077,3212140974,73801.53862726584
6411257077,4880895212,52686.73019235211
6411257077,5672406482,57439.5867258112
6411257077,5662778811,64103.941510194694
6411257077,3639473100,122664.12748396689
6411257077,9678085229,93188.01603565841
6411257077,2904564079,119184.59446591663
6411257077,7574348227,109632.96917822357
6411257077,12083064916,44283.69895949806
6411257077,7587916945,124670.9310972067
6411257077,2004799811,153765.46241948713
6411257077,4087448086,59675.56946229828
2744167688,4662951474,65406.588114111815
2744167688,7640379218,35275.592798043064
2744167688,10015184757,69783.7951473529
2744167688,2904564194,19541.584227476942
2744167688,7569871999,26331.109452048717
2744167688,6986491205,60351.19517726555
2744167688,1997304533,97027.67188459325
2744167688,4438458884,38284.46092638739
2744167688,3279880062,52562.968393227355
2744167688,4881067131,67286.7746134538
2744167688,3986296552,60585.64231224937
2744167688,2888030981,26025.432525775388
2744167688,12618796699,149152.550327806
2744167688,10929099699,43177.0771765716
2744167688,4109304214,62691.56296703757
2744167688,2894391581,25799.36087987997
2744167688,3242037793,71298.11681209758
2744167688,10750474166,101193.90546762763
2744167688,6938760206,67625.40838037239
2744167688,9295567475,80547.1050480316
2744167688,4054776682,85133.75114278344
2744167688,10889746917,80522.24250150468
2744167688,2984463321,69795.90492879618
2744167688,9122440043,54888.78349188856
2744167688,7572711474,22854.352604766005
2744167688,7047962665,65653.77507886325
2744167688,11559164697,103684.64732159789
2744167688,4859710963,78171.95190462508
2744167688,2903353964,14468.874657900584
2744167688,4058235944,53116.812249248396
2744167688,3622745404,40371.92415934835
2744167688,9458194779,38094.98022810989
2744167688,4449931334,37960.16292946818
2744167688,8777429758,166280.05634333214
2744167688,1999062750,88790.81186084733
2744167688,9609178763,27507.529507376632
2744167688,3919867076,54977.610007748444
2744167688,11557625709,112439.2316623771
2744167688,3612261690,63874.997423629626
2744167688,9006726513,31034.89632683538
2744167688,9715659576,111849.40389086731
2744167688,4446938619,37733.03738559515
2744167688,2888032096,26326.038873444173
2744167688,8913665102,95595.18405858007
2744167688,2926521252,3397.0382875847476
2744167688,3572185465,55728.992147103476
2744167688,4139996237,24409.843713402435
2744167688,2892057095,6101.3508229666795
2744167688,4498138639,67801.39958708857
2744167688,8772916218,148406.30004937915
2744167688,4737858710,84008.77156201139
2744167688,2891441335,5237.193077089291
2744167688,11004959020,85228.1955312737
2744167688,3624200010,159889.3345987403
2744167688,3221834818,55238.8985145521
2744167688,4492162998,66696.2689050193
2744167688,3263789888,62232.82582698577
2744167688,5299434039,39305.2152124079
2744167688,3270592259,96964.08953197734
2744167688,4853250542,85630.05386310085
2744167688,4633782853,147392.7188954501
2744167688,4457330733,32643.458561569958
2744167688,3270424732,75308.3368652482
2744167688,4498120448,69356.92799154912
2744167688,12590730855,109478.01454774496
2744167688,8772916357,153707.57410789767
2744167688,7086494034,36666.4085295891
2744167688,3270449148,74999.35009654936
2744167688,3257639671,64290.967771234755
2744167688,4746153143,80804.88368713482
2744167688,8765066901,25407.372567044593
2744167688,10726551256,97003.12866680868
2744167688,3367891744,83926.41059605924
2744167688,4216756793,49354.37955254631
2744167688,4733254819,84238.48832285023
2744167688,11145675895,73816.98022759834
2744167688,10750474342,107749.01945387245
2744167688,2894392486,32230.517854670274
2744167688,4449229893,40177.396956053046
2744167688,4853345286,85692.57205053476
2744167688,7673872274,9906.576732008543
2744167688,2913188834,12615.01819063555
2744167688,3212140974,62377.07887527794
2744167688,4880895212,174329.62959635863
2744167688,5672406482,74278.96934676396
2744167688,5662778811,66891.81340681475
2744167688,3639473100,22877.53745811228
2744167688,9678085229,56674.021686478576
2744167688,2904564079,13050.471439387049
2744167688,7574348227,19901.93117103712
2744167688,12083064916,85295.8512859463
2744167688,7587916945,19247.834416386755
2744167688,2004799811,42857.231068284076
2744167688,4087448086,90199.72389629846
4662951474,7640379218,54434.048064963805
4662951474,10015184757,5533.539700063815
4662951474,2904564194,54369.4555440539
4662951474,7569871999,60772.438540686286
4662951474,6986491205,9112.237373981854
4662951474,1997304533,32814.03879193541
4662951474,4438458884,80829.67696573921
4662951474,3279880062,17472.439548246763
4662951474,4881067131,2643.386222357521
4662951474,3986296552,8797.086058491986
4662951474,2888030981,53924.05493479123
4662951474,12618796699,88001.3678820258
4662951474,10929099699,27804.567984390625
4662951474,4109304214,11869.422424456483
4662951474,2894391581,79600.88233504606
4662951474,3242037793,7084.48371943971
4662951474,10750474166,52273.99601769006
4662951474,6938760206,3197.748789768121
4662951474,9295567475,55469.44608151334
4662951474,4054776682,20920.118050125595
4662951474,10889746917,16308.60940884684
4662951474,2984463321,5233.9425134886615
4662951474,9122440043,20728.3848153464
4662951474,7572711474,65759.7659181391
4662951474,7047962665,8194.578071314527
4662951474,11559164697,48147.3252766652
4662951474,4859710963,30014.0427708906
4662951474,2903353964,51398.176337742334
4662951474,4058235944,100781.07904811657
4662951474,3622745404,57762.79672961905
4662951474,9458194779,36847.53401038121
4662951474,4449931334,84999.34946364294
4662951474,8777429758,102066.4232506742
4662951474,1999062750,26480.589885951125
4662951474,9609178763,55406.151916392475
4662951474,3919867076,36085.93423686314
4662951474,11557625709,56901.90961744443
4662951474,3612261690,16255.271871951361
4662951474,9006726513,70698.04654267876
4662951474,9715659576,47206.01549977106
4662951474,4446938619,84261.41346970988
4662951474,2888032096,60767.367962081735
4662951474,8913665102,31381.55096592226
4662951474,2926521252,68835.88973017638
4662951474,3572185465,53563.44695857096
4662951474,4139996237,50852.096653725515
4662951474,2892057095,63813.47723898555
4662951474,4498138639,18985.037783124255
4662951474,8772916218,84090.23745857173
4662951474,4737858710,19795.138469353555
4662951474,2891441335,69989.63731604065
4662951474,11004959020,30626.471622959965
4662951474,3624200010,95245.94620764402
4662951474,3221834818,14912.924477920158
4662951474,4492162998,77621.92754108118
4662951474,3263789888,11927.268775816388
4662951474,5299434039,29346.093199464987
4662951474,3270592259,32750.456439319507
4662951474,4853250542,31362.421469768666
4662951474,4633782853,83179.08580279228
4662951474,4457330733,82801.99461500523
4662951474,3270424732,20997.65948436575
4662951474,4498120448,23883.94145029685
4662951474,12590730855,50996.3126665781
4662951474,8772916357,91459.71723741386
4662951474,7086494034,31587.372494625874
4662951474,3270449148,20637.751333774686
4662951474,3257639671,6831.770763686027
4662951474,4746153143,16591.250594476987
4662951474,8765066901,59387.66036000905
4662951474,10726551256,32359.740275712422
4662951474,3367891744,53800.985010447344
4662951474,4216756793,20537.659343849336
4662951474,4733254819,20024.855230192403
4662951474,11145675895,9603.347134940463
4662951474,10750474342,58829.11000393488
4662951474,2894392486,88826.07907646953
4662951474,4449229893,77722.86051501818
4662951474,4853345286,30810.715507015724
4662951474,7673872274,55873.66431998076
4662951474,2913188834,76232.32394880518
4662951474,3212140974,17009.34484432705
4662951474,4880895212,110115.99650370076
4662951474,5672406482,10028.713899474911
4662951474,5662778811,6474.786807474425
4662951474,3639473100,60147.490880035766
4662951474,9678085229,45852.69360265585
4662951474,2904564079,55158.02011100822
4662951474,7574348227,45606.39482331515
4662951474,12083064916,20727.83988570318
4662951474,7587916945,62075.820304314715
4662951474,2004799811,91170.35162659507
4662951474,4087448086,25986.090803640625
7640379218,10015184757,57810.33091131335
7640379218,2904564194,21255.197095357762
7640379218,7569871999,15607.53590996332
7640379218,6986491205,46288.97448953034
7640379218,1997304533,86010.78285574613
7640379218,4438458884,34824.07497529971
7640379218,3279880062,37292.27176910992
7640379218,4881067131,56256.90895644227
7640379218,3986296552,46753.244793781196
7640379218,2888030981,10368.471953601369
7640379218,12618796699,123576.52697806932
7640379218,10929099699,33096.505653655884
7640379218,4109304214,45698.607332475105
7640379218,2894391581,38102.10206314341
7640379218,3242037793,60281.22778325043
7640379218,10750474166,67488.26562754132
7640379218,6938760206,56608.519351525276
7640379218,9295567475,45412.37985779753
7640379218,4054776682,74116.86211393631
7640379218,10889746917,68464.00011015695
7640379218,2984463321,58779.01589994907
7640379218,9122440043,37981.19548087258
7640379218,7572711474,21975.281419052837
7640379218,7047962665,50708.20370063198
7640379218,11559164697,76518.10177494901
7640379218,4859710963,52033.186100787316
7640379218,2903353964,35371.74548183867
7640379218,4058235944,54775.47705767699
7640379218,3622745404,6661.157410982693
7640379218,9458194779,23890.715254854134
7640379218,4449931334,40157.70324057296
7640379218,8777429758,153521.49965792344
7640379218,1999062750,73472.01307327379
7640379218,9609178763,10274.386134700248
7640379218,3919867076,24520.783157176007
7640379218,11557625709,89943.3410811804
7640379218,3612261690,43203.70164486176
7640379218,9006726513,26582.78796792122
7640379218,9715659576,94954.6724286895
7640379218,4446938619,38841.34140376702
7640379218,2888032096,15495.013209788252
7640379218,8913665102,84578.29502973295
7640379218,2926521252,37827.470585746385
7640379218,3572185465,22018.225398737803
7640379218,4139996237,15548.302510094865
7640379218,2892057095,31136.75517417284
7640379218,4498138639,46224.11826501783
7640379218,8772916218,124510.35439275255
7640379218,4737858710,72991.88253316426
7640379218,2891441335,37826.286760881616
7640379218,11004959020,61067.60687749096
7640379218,3624200010,136022.33999077472
7640379218,3221834818,39856.92054087301
7640379218,4492162998,35301.239686653615
7640379218,3263789888,44775.68958796685
7640379218,5299434039,32465.395663519233
7640379218,3270592259,85947.20050313023
7640379218,4853250542,61464.24826808733
7640379218,4633782853,134634.16221004148
7640379218,4457330733,41303.21434310258
7640379218,3270424732,52858.93693259116
7640379218,4498120448,43172.7476787081
7640379218,12590730855,89277.40966772447
7640379218,8772916357,128131.55075816091
7640379218,7086494034,43928.7404555629
7640379218,3270449148,55263.16286905629
7640379218,3257639671,50213.56258960156
7640379218,4746153143,69787.99465828776
7640379218,8765066901,14200.756276063605
7640379218,10726551256,81026.07439271496
7640379218,3367891744,49475.40538653757
7640379218,4216756793,36475.80855267779
7640379218,4733254819,73221.5992940031
7640379218,11145675895,62800.091198751186
7640379218,10750474342,76093.73157381568
7640379218,2894392486,47327.2988045669
7640379218,4449229893,31717.258524578632
7640379218,4853345286,62537.606542422225
7640379218,7673872274,39497.701322331544
7640379218,2913188834,38755.89523768001
7640379218,3212140974,41346.093802978416
7640379218,4880895212,158528.22045193435
7640379218,5672406482,61122.63521426483
7640379218,5662778811,54471.43074941086
7640379218,3639473100,16808.942500296846
7640379218,9678085229,22223.016476956884
7640379218,2904564079,28526.3765530517
7640379218,7574348227,34480.481087562715
7640379218,12083064916,70166.77913415057
7640379218,7587916945,20591.178476351735
7640379218,2004799811,46382.30038869211
7640379218,4087448086,79182.83486745135
10015184757,2904564194,58307.64218792668
10015184757,7569871999,64406.004068472175
10015184757,6986491205,12402.67040453817
10015184757,1997304533,30743.140913188545
10015184757,4438458884,84463.24249352513
10015184757,3279880062,21106.005076032652
10015184757,4881067131,4687.877448981662
10015184757,3986296552,12087.519089048303
10015184757,2888030981,57557.62046257712
10015184757,12618796699,83685.61212752579
10015184757,10929099699,31438.133512176508
10015184757,4109304214,13164.888588416838
10015184757,2894391581,83539.06897891885
10015184757,3242037793,5353.568346760828
10015184757,10750474166,47656.80692940206
10015184757,6938760206,5203.754617717754
10015184757,9295567475,52278.112328234194
10015184757,4054776682,18849.220171378725
10015184757,10889746917,12501.923558587208
10015184757,2984463321,3929.7411430639263
10015184757,9122440043,24361.95034313229
10015184757,7572711474,69697.9525620119
10015184757,7047962665,7413.004198097582
10015184757,11559164697,43530.1361883772
10015184757,4859710963,26504.314100869895
10015184757,2903353964,55760.111955676024
10015184757,4058235944,104414.6445759025
10015184757,3622745404,61396.36225740494
10015184757,9458194779,40481.0995381671
10015184757,4449931334,88937.53610751574
10015184757,8777429758,99995.52537192732
10015184757,1999062750,21959.41729224031
10015184757,9609178763,59039.717444178365
10015184757,3919867076,38896.63956977476
10015184757,11557625709,52284.72052915643
10015184757,3612261690,15405.582848261274
10015184757,9006726513,74636.23318655154
10015184757,9715659576,42890.25974527104
10015184757,4446938619,88199.60011358268
10015184757,2888032096,64400.933489867624
10015184757,8913665102,29310.65308717539
10015184757,2926521252,73197.82534811005
10015184757,3572185465,52713.75793488087
10015184757,4139996237,54790.283297598304
10015184757,2892057095,68175.41285691923
10015184757,4498138639,16601.07587708258
10015184757,8772916218,79774.48170407172
10015184757,4737858710,17724.240590606685
10015184757,2891441335,74351.57293397433
10015184757,11004959020,26009.282534671966
10015184757,3624200010,90930.19045314401
10015184757,3221834818,18546.49000570605
10015184757,4492162998,76772.2385173911
10015184757,3263789888,13222.816054308769
10015184757,5299434039,33708.02881739867
10015184757,3270592259,30679.558560572637
10015184757,4853250542,26745.232381480666
10015184757,4633782853,81108.18792404539
10015184757,4457330733,86740.18125887803
10015184757,3270424732,16499.954594632294
10015184757,4498120448,21499.97954425517
10015184757,12590730855,46379.1235782901
10015184757,8772916357,87143.96148291384
10015184757,7086494034,35949.308112559556
10015184757,3270449148,16327.002278792199
10015184757,3257639671,7869.298138665301
10015184757,4746153143,14865.036347102621
10015184757,8765066901,63021.22588779494
10015184757,10726551256,28043.984521212402
10015184757,3367891744,50609.651257168196
10015184757,4216756793,24171.22487163522
10015184757,4733254819,17953.95735144553
10015184757,11145675895,7608.861953819246
10015184757,10750474342,54211.920915646886
10015184757,2894392486,92764.26572034233
10015184757,4449229893,81356.4260428041
10015184757,4853345286,26193.526418727724
10015184757,7673872274,60235.59993791445
10015184757,2913188834,80594.25956673888
10015184757,3212140974,17146.90714347552
10015184757,4880895212,108045.09862495387
10015184757,5672406482,5160.558662695103
10015184757,5662778811,5060.947166542109
10015184757,3639473100,64085.677523908555
10015184757,9678085229,43468.731696614166
10015184757,2904564079,59519.95572894191
10015184757,7574348227,49968.33044124884
10015184757,12083064916,16412.08413120316
10015184757,7587916945,66014.00694818751
10015184757,2004799811,95108.53827046788
10015184757,4087448086,23915.192924893756
2904564194,7569871999,16742.830344911465
2904564194,6986491205,47278.36708110499
2904564194,1997304533,85985.7182307529
2904564194,4438458884,33006.50632468206
2904564194,3279880062,38281.66436068457
2904564194,4881067131,56244.82095961347
2904564194,3986296552,47742.63738535585
2904564194,2888030981,12133.4481985138
2904564194,12618796699,134944.65207999994
2904564194,10929099699,28895.77314402881
2904564194,4109304214,48410.258934494785
2904564194,2894391581,27794.551649226
2904564194,3242037793,60256.16315825719
2904564194,10750474166,86912.60143508489
2904564194,6938760206,56583.454726532036
2904564194,9295567475,66655.12072077
2904564194,4054776682,74091.79748894308
2904564194,10889746917,69480.28884766433
2904564194,2984463321,58753.95127495583
2904564194,9122440043,40607.47945934577
2904564194,7572711474,17422.748435581663
2904564194,7047962665,53121.13839381361
2904564194,11559164697,89476.74907379178
2904564194,4859710963,63890.647872082336
2904564194,2903353964,14945.296527069486
2904564194,4058235944,49623.60212173938
2904564194,3622745404,27603.714491619186
2904564194,9458194779,22753.61438130496
2904564194,4449931334,33193.01877782287
2904564194,8777429758,155238.1026894918
2904564194,1999062750,76258.1751757977
2904564194,9609178763,13615.545180115038
2904564194,3919867076,38493.86812698832
2904564194,11557625709,98231.333414571
2904564194,3612261690,49593.69339108684
2904564194,9006726513,24423.6063835567
2904564194,9715659576,99340.83468466392
2904564194,4446938619,32455.0827838898
2904564194,2888032096,16737.75976630692
2904564194,8913665102,84553.23040473972
2904564194,2926521252,21377.458448666224
2904564194,3572185465,42960.78247937431
2904564194,4139996237,8172.365415045308
2904564194,2892057095,13430.534427624852
2904564194,4498138639,53520.0955545458
2904564194,8772916218,135433.22695174682
2904564194,4737858710,72966.81790817101
2904564194,2891441335,22528.33293446901
2904564194,11004959020,70946.89149873094
2904564194,3624200010,147380.7653925369
2904564194,3221834818,40957.594482009314
2904564194,4492162998,55431.92798217114
2904564194,3263789888,47951.52179444298
2904564194,5299434039,25023.911179865114
2904564194,3270592259,85922.13587813699
2904564194,4853250542,71348.74983055811
2904564194,4633782853,136350.7652416098
2904564194,4457330733,30995.663929185175
2904564194,3270424732,61027.0328327054
2904564194,4498120448,55075.623959006334
2904564194,12590730855,96504.9414501126
2904564194,8772916357,139499.6758600916
2904564194,7086494034,27015.04090986294
2904564194,3270449148,60791.45184874322
2904564194,3257639671,51758.33108618511
2904564194,4746153143,69762.93003329453
2904564194,8765066901,15782.397516913263
2904564194,10726551256,84494.55946060529
2904564194,3367891744,70034.42626879767
2904564194,4216756793,35073.07552000352
2904564194,4733254819,73196.53466900985
2904564194,11145675895,62775.02657375795
2904564194,10750474342,93467.7154213297
2904564194,2894392486,37019.74839064948
2904564194,4449229893,32126.769657801644
2904564194,4853345286,71484.67380272865
2904564194,7673872274,19071.252367562385
2904564194,2913188834,25140.99584281603
2904564194,3212140974,48095.774842735154
2904564194,4880895212,163287.67594251834
2904564194,5672406482,62555.801975883
2904564194,5662778811,54928.81503411397
2904564194,3639473100,13873.050720913658
2904564194,9678085229,42782.037359216985
2904564194,2904564079,8099.927598282531
2904564194,7574348227,14054.032132793549
2904564194,12083064916,72763.21460089667
2904564194,7587916945,11166.46865335256
2904564194,2004799811,39364.02094077506
2904564194,4087448086,79157.77024245812
7569871999,6986491205,52748.87668085583
7569871999,1997304533,92271.72772647646
7569871999,4438458884,20066.821574874823
7569871999,3279880062,43752.17396043541
7569871999,4881067131,62517.85382717263
7569871999,3986296552,53213.14698510669
7569871999,2888030981,8453.493235371137
7569871999,12618796699,138346.57477654042
7569871999,10929099699,35762.37167925726
7569871999,4109304214,53880.768534245624
7569871999,2894391581,22497.830340686924
7569871999,3242037793,66542.17265398079
7569871999,10750474166,82258.31342601245
7569871999,6938760206,62869.464222255636
7569871999,9295567475,60866.14763698111
7569871999,4054776682,80377.80698466665
7569871999,10889746917,75766.29834338788
7569871999,2984463321,65039.96077067943
7569871999,9122440043,46077.98905909661
7569871999,7572711474,6371.009696596355
7569871999,7047962665,58768.37419443274
7569871999,11559164697,91288.14957342022
7569871999,4859710963,66803.2338992585
7569871999,2903353964,30813.331866886212
7569871999,4058235944,40018.22365725211
7569871999,3622745404,16667.397409699726
7569871999,9458194779,26160.43120136981
7569871999,4449931334,25400.449840148085
7569871999,8777429758,161524.11218521532
